"id","name","laboratory","theraputic_class","pharmaco_class","dci","commercial_name","dci_code","form","dosage","conditioning","type","list","country","marketed","reimbursable","reference_price","ppa_indicative","registration_num","notice_link","img_link"
1252,"DEXAFREE 1MG/ML COLLYRE B/30","THEA","OPHTALMOLOGIE","CORTICOIDES LOCAUX","DEXAMETHASONE PHOSPHATE SODIQUE EXPRIME EN DEXAMETHASONE PHOSPHATE","DEXAFREE","17G173","COLLY.","1MG/ML","B/30","Princeps","Liste I","FRANCE",True,True,"0","","022/ 17 G 173 /14","https://www.pharmnet-dz.com/notice.ashx?id=1985","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1985.png"
1253,"DEXAL 0,5MG COMP B/30","GROUPE SANTE","ENDOCRINOLOGIE ET HORMONES","GLUCOCORTICOIDES","DEXAMETHASONE","DEXAL","09H023","COMP.","0,5MG","B/30","Générique","Liste I","ALGERIE",True,True,"159","","242/ 09 H 023 /04","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/645.jpg"
1254,"DEXALEK 0,5MG COMP. B/30","LEK","ENDOCRINOLOGIE ET HORMONES","GLUCOCORTICOIDES","DEXAMETHASONE","DEXALEK","09H023","COMP.","0,5MG","B/30","Générique","Liste I","SLOVENIE",True,True,"159","","188/ 09 H 023 /99","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1255,"DEXAMETHASONE 20MG SOL.INJ. B/5","RENAUDIN","ENDOCRINOLOGIE ET HORMONES","GLUCOCORTICOIDES","DEXAMETHASONE (PHOSPHATE)","DEXAMETHASONE","09H022","SOL. INJ.","20MG","B/5","Générique","Liste I","FRANCE",True,True,"0","","002/ 09 H 022 /98","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1256,"DEXAMETYD 4MG/ML SOL,INJ IM/IV OU LOCAL EN AMP B/5AMP 5ML ET B/50 AMP 1ML","Les Laboratoires FRATER-RAZES","ENDOCRINOLOGIE ET HORMONES","GLUCOCORTICOIDES","DEXAMETHASONE PHOSPHATE SODIQUE EXPRIME EN DEXAMETHASONE PHOSPHATE","DEXAMETYD","09H021","SOL. INJ.","4MG/ML , 8MG/2ML , 20MG/ 5ML","B/5AMP 1ML, 2ML et 5ML ET B/50 AMP 1ML 2ML 5ML","Générique","Liste I","ALGERIE",True,True,"348","","433/09H021/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/4575.png"
1257,"DEXAMEX 100MG/350000UI/100ML COLLY. EN SOL. FL./5ML","UNIMED","OPHTALMOLOGIE","ANTI-INFECTIEUX LOCAUX","DEXAMETHASONE / NEOMYCINE","DEXAMEX","17D024","COLLY.","100MG/350000UI/100ML","FL./5ML","Générique","Liste I","TUNISIE",True,True,"106","","023/ 17 D 024 /99/15","https://www.pharmnet-dz.com/notice.ashx?id=2382","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2382.png"
1258,"DEXASONE 4MG/ML SOL. INJ. B/5AMP./1ML","SAIDAL GROUPE","ENDOCRINOLOGIE ET HORMONES","GLUCOCORTICOIDES","DEXAMETHASONE","DEXASONE","09H021","SOL. INJ.","4MG/ML","B/5AMP./1ML","Générique","Liste I","ALGERIE",True,True,"215.55","","003/ 09 H 021 /08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1259,"DEXCHLORPHENIRAMINE AFRO 0,5MG/5ML SOL BUVABLE F/125 ML+CUILLERE DE MESURE DE 5ML GRADUEE","ANTIHISTAMINIQUES","DEXCHLORPHENIRAMINE MALEATE","ALLERGOLOGIE","","DEXCHLORPHENIRAMINE AFRO","01A007","SOL. BUV.","0,5MG/5ML","F/125 ML+CUILLERE DE MESURE DE 5ML GRADUEE","Générique","Liste II","ALGERIE",True,True,"125","","503/01A007/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1260,"DEXERYL 15G/8G/2G/100G CREME DERM. T/250G","PIERRE FABRE MEDICAMENT","DERMATOLOGIE","DIVERS","GLYCEROL / VASELINE / PARAFFINE LIQUIDE","DEXERYL","07T177","CRÈME","15G/8G/2G/100G","T/250G","Princeps","N/D","FRANCE",True,True,"0","","099/ 07 T 177 /13","https://www.pharmnet-dz.com/notice.ashx?id=569","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/569.png"
1261,"DEXNEPOLY 0,1%/0,35%/600000UI/100ML COLLY. FL/3ML","CROVIS PHILCOM","OPHTALMOLOGIE","CORTICOIDES LOCAUX","DEXAMETHASONE / NEOMYCINE / POLYMYXINE B","DEXNEPOLY","17G048","COLLY.","0,1%/0,35%/600000UI/100ML","FL/3ML","Générique","Liste I","ITALIE",True,True,"119.15","","012/ 17 G 048 /99/07","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1262,"DEXOREN 0,25MG COMP.SEC. B/20","GROUPE SANTE","CARDIOLOGIE ET ANGEIOLOGIE","CARDIOTONIQUES & CARDIO-ACCELERATEURS","DIGOXINE","DEXOREN","06G079","COMP. SEC.","0,25MG","B/20","Générique","Liste I","ALGERIE",True,True,"104.4","","242/ 06 G 079 /05","https://www.pharmnet-dz.com/notice.ashx?id=3270","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3270.jpg"
1263,"DEXSTOP 0,2% SIROP FL./125ML","GROUPE SANTE","PNEUMOLOGIE","ANTITUSSIFS NON OPIACES","DEXTROMETHORPHANE BROMHYDRATE","DEXSTOP","20C206","SIROP","0,2%","FL./125ML","Générique","N/D","ALGERIE",True,False,"138","","242/ 20 C 206 /06","https://www.pharmnet-dz.com/notice.ashx?id=1296","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1296.jpg"
1264,"DEXSTOP ENFANTS O,1% SIROP FL/ 125ML","GROUPE SANTE","PNEUMOLOGIE","ANTITUSSIFS NON OPIACES","DEXTROMETHORPHANE BROMHYDRATE","DEXSTOP ENFANTS","20C207","SIROP","O,1%","FL/ 125ML","Générique","N/D","ALGERIE",True,False,"126","","242/ 20 C 207/05","https://www.pharmnet-dz.com/notice.ashx?id=1298","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1298.jpg"
1265,"DIABAMINE BGL 1000MG COMP PELL B/30","BIO-GALENIC","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","METFORMINE CHLORHYDRATE","DIABAMINE BGL","14A224","COMP. PELLI.","1000MG","B/30","Générique","Liste I","ALGERIE",True,True,"173.4","","235/ 14 A 224 /14","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1266,"DIABAMINE BGL 500MG COMP PELL B/50","BIO-GALENIC","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","METFORMINE CHLORHYDRATE","DIABAMINE BGL","14A006","COMP. PELLI.","500MG","B/50","Générique","Liste I","ALGERIE",True,True,"182","","235/ 14 A 006 /14","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1267,"DIABAMINE BGL 850MG COMP. PELLI. B/100","BIO-GALENIC","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","METFORMINE CHLORHYDRATE","DIABAMINE BGL","14A007","COMP. PELLI.","850MG","B/100","Générique","Liste I","ALGERIE",True,True,"492","","235/ 14 A 007 /10","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1268,"DIABENIL 2,5MG COMP. SEC. B/60","SAIDAL GROUPE","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","GLIBENCLAMIDE","DIABENIL","14A002","COMP. SEC.","2,5MG","B/60","Générique","Liste I","ALGERIE",True,False,"110","","003/ 14 A 002 /03/09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1269,"DIABENIL 5MG COMP. SEC. B/60 - B/100","SAIDAL GROUPE","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","GLIBENCLAMIDE","DIABENIL","14A003","COMP. SEC.","5MG","B/60 - B/100","Générique","Liste I","ALGERIE",True,True,"111","","003/ 14 A 003 /01/09","https://www.pharmnet-dz.com/notice.ashx?id=3613","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3613.png"
1270,"DIABENORM 0,5MG COMP. B/30","SAIDAL GROUPE","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","REPAGLINIDE","DIABENORM","14A200","COMP.","0,5MG","B/30","Générique","Liste I","ALGERIE",True,True,"0","","003/ 14 A 200 /08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3690.png"
1271,"DIABENORM 1MG COMP. B/30","SAIDAL GROUPE","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","REPAGLINIDE","DIABENORM","14A201","COMP.","1MG","B/30","Générique","Liste I","ALGERIE",True,True,"0","","003/ 14 A 201 /07","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3694.png"
1272,"DIABENORM 2MG COMP. B/30","SAIDAL GROUPE","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","REPAGLINIDE","DIABENORM","14A202","COMP.","2MG","B/30","Générique","Liste I","ALGERIE",True,True,"0","","003/ 14 A 202 /07","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3700.png"
1273,"DIACARBOSE 50MG COMPRIME B/30","BIO-GALENIC","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","ACARBOSE","DIACARBOSE","14A136","COMP.","50MG","B/30","Générique","Liste I","ALGERIE",True,True,"410","","235/14 A 136/19","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1274,"DIACENE 50MG GELULE B/30","SANAMED","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","DIACEREINE","DIACENE","04B045","GLES.","50MG","B/30","Générique","Liste I","ALGERIE",True,True,"0","","097/04B045/17","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1275,"DIAFEX 220MG/5ML (OU 4%) SUSP. BUV. FL./100ML","GROUPE SANTE","GASTRO-ENTEROLOGIE","ANTISEPTIQUES & ANTI-INFECTIEUX INTESTINAUX","NIFUROXAZIDE","DIAFEX","10C018","SUSP. BUV.","220MG/5ML (OU 4%)","FL./100ML","Générique","Liste II","ALGERIE",True,False,NULL,"","242/ 10 C 018 /09","https://www.pharmnet-dz.com/notice.ashx?id=3931","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3931.jpg"
1276,"DIAGLINIDE 0,5MG COMP B/30","BIOCARE LABORATOIRES","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","REPAGLINIDE","DIAGLINIDE","14A200","COMP.","0,5MG","B/30","Générique","Liste I","ALGERIE",True,True,"356","","293/ 14 A 200 /14","https://www.pharmnet-dz.com/notice.ashx?id=3687","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3687.png"
1277,"DIAGLINIDE 1MG COMP B/30","BIOCARE LABORATOIRES","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","REPAGLINIDE","DIAGLINIDE","14A201","COMP.","1MG","B/30","Générique","Liste I","ALGERIE",True,True,"462.1","","293/ 14 A 201 /14","https://www.pharmnet-dz.com/notice.ashx?id=3691","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3691.png"
1278,"DIAGLINIDE 2MG COMP B/30","BIOCARE LABORATOIRES","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","REPAGLINIDE","DIAGLINIDE","14A202","COMP.","2MG","B/30","Générique","Liste I","ALGERIE",True,True,"390","","293/ 14 A 202 /14","https://www.pharmnet-dz.com/notice.ashx?id=3695","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3695.png"
1279,"DIAGUANID 1000MG COMP. PELLI. SEC. B/30","SAIDAL GROUPE","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","METFORMINE CHLORHYDRATE","DIAGUANID","14A224","COMP. PELLI.","1000MG","B/30","Générique","Liste I","ALGERIE",True,False,"173","","003/ 14 A 224 /14","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3704.png"
1280,"DIAGUANID 850MG COMP. PELLI. B/30 ET B/120","SAIDAL GROUPE","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","METFORMINE CHLORHYDRATE","DIAGUANID","14A007","COMP. PELLI.","850MG","B/30 ET B/120","Générique","Liste I","ALGERIE",True,True,"590","","003/ 14 A 007 /05","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3624.png"
1281,"DIALAMOL 500MG GLES. B/12","SOMEDIAL","ANTALGIQUES","PARACETAMOL ET DERIVES","PARACETAMOL","DIALAMOL","03B040","GLES.","500MG","B/12","Générique","N/D","ALGERIE",True,True,"30","","457/ 03 B 040 /11","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1282,"DIALOMINE 2MG COMP. SEC. B/30","SOMEDIAL","CARDIOLOGIE ET ANGEIOLOGIE","ANTI-ANGOREUX","MOLSIDOMINE","DIALOMINE","06C022","COMP. SEC.","2MG","B/30","Générique","Liste I","ALGERIE",True,True,"0","","457/ 06 C 022 /13","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1283,"DIAMICRON 30MG COMP. LM B/30","SERVIER","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","GLICLAZIDE","DIAMICRON","14A303","COMP. PELLI. LP","30MG","B/30","Princeps","Liste I","FRANCE",True,True,"553","","040/ 14 A 303 /06/13","https://www.pharmnet-dz.com/notice.ashx?id=3711","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3711.png"
1284,"DIANE 35 2MG /35µG COMP.ENRO. B/21","SCHERING SA","ENDOCRINOLOGIE ET HORMONES","DIVERS","CYPROTERONE / ETHINYLESTRADIOL","DIANE 35","09P069","COMP. PELLI.","2MG /35µG","B/21","Princeps","Liste I","FRANCE",True,True,"570","","070/ 09 P 069 /97","https://www.pharmnet-dz.com/notice.ashx?id=3825","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3825.png"
1285,"DIANEAL PDA 1,36% 13,6G/L (1,36%) DE GLUCOSE ANHYDRE , 15G/L DE GLUCOSE MONONHYDRATE/ (5,38G / 0,184/G / 0,051G / 4,480G)/L SOIT 132mmole de sodium / 1,25mmole de calcium / 0,25mmole de magnésium / 95,00 mole","BAXTER","UROLOGIE ET NEPHROLOGIE","EPURATION EXTRA-RENALE","GLUCOSE ANHYDRE (SOUS FORME MONOHYDRATEE) / SODIUM CHLORURE / CALCIUM CHLORURE DIHYDRATE / MAGNESIUM CHLORURE HEXAHYDRATE / SODIUM LACTATE","DIANEAL PDA 1,36%","25G063","SOL. DIALYSE","13,6G/L (1,36%) DE GLUCOSE ANHYDRE , 15G/L DE GLUCOSE MONONHYDRATE/ (5,38G / 0,184/G / 0,051G / 4,480G)/L SOIT 132mmole de sodium / 1,25mmole de calcium / 0,25mmole de magnésium / 95,00 mole de chlorure / 40mm","POCHE FLEXIBLE (SYSTÈME II CONNEXION A VIS LUER) VIAFLEX PVC DE FORMULE PL 146-3 CARTON DE 05 POCHES SIMPLES DE 2000ML,CARTON DE 02 POCHES SIMPLE DE 5000ML - CARTON DE 05 POCHES DOUBLES DE 2000ML ,","Princeps","N/D","ROYAUME UNI",True,False,NULL,"","298/ 25 G 063 /12","https://www.pharmnet-dz.com/notice.ashx?id=1208","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1286,"DIANEAL PDA 22,70G/L (2,27%) DE GLUCOSE ANHYDRE , 25G/L SOUS FORME MONONHYDRATE/ (5,38G/4,48G/0,184G/0,051G)/L SOIT 132mmole de sodium / 1,25mmole de calcium / 0,25mmole de magnésium / 95,00 mole de chlorure / 40mmole de lactate )/L SOL. P. DIALYSE PER","BAXTER","UROLOGIE ET NEPHROLOGIE","EPURATION EXTRA-RENALE","GLUCOSE ANHYDRE (SOUS FORME MONOHYDRATEE) / SODIUM CHLORURE / SODIUM LACTATE / CALCIUM CHLORURE DIHYDRATE / MAGNESIUM CHLORURE HEXAHYDRATE","DIANEAL PDA","25G064","SOL. DIALYSE","22,70G/L (2,27%) DE GLUCOSE ANHYDRE , 25G/L SOUS FORME MONONHYDRATE/ (5,38G/4,48G/0,184G/0,051G)/L SOIT 132mmole de sodium / 1,25mmole de calcium / 0,25mmole de magnésium / 95,00 mole de chlorure / 40mmole de lactate )/L","POCHE POCHE FLEXIBLE (SYSTÈME II CONNEXION A VIS LUER CARTON DE 02 POCHES SIMPLES DE 2000ML, CARTON DE 05 POCHES SIMPLES DE 2000ML ,","Princeps","N/D","ROYAUME UNI",True,False,NULL,"","298/ 25 G 064 /12","https://www.pharmnet-dz.com/notice.ashx?id=1209","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1287,"DIANEAL PDA 38,6G/L (3,86%) DE GLUCOSE ANHYDRE , 42,5G/L DE GLUCOSE MONONHYDRATE/ (5,38G / 0,184/G / 0,051G / 4,480G)/L SOIT 132mmole de sodium / 1,25mmole de calcium / 0,25mmole de magnésium / 95,00 mole de c","BAXTER","UROLOGIE ET NEPHROLOGIE","EPURATION EXTRA-RENALE","GLUCOSE ANHYDRE (SOUS FORME MONOHYDRATEE) / SODIUM CHLORURE / CALCIUM CHLORURE DIHYDRATE / MAGNESIUM CHLORURE HEXAHYDRATE / SODIUM LACTATE","DIANEAL PDA","25G065","SOL. DIALYSE","38,6G/L (3,86%) DE GLUCOSE ANHYDRE , 42,5G/L DE GLUCOSE MONONHYDRATE/ (5,38G / 0,184/G / 0,051G / 4,480G)/L SOIT 132mmole de sodium / 1,25mmole de calcium / 0,25mmole de magnésium / 95,00 mole de chlorure / 40","POCHE FLEXIBLE (SYSTÈME II CONNEXION A VIS LUER) VIAFLEX PVC DE FORMULE PL 146-3 CARTON DE 05 POCHES SIMPLES DE 2000ML, CARTON DE 05 POCHES DOUBLES DE 2000ML ,","Princeps","N/D","ROYAUME UNI",True,False,NULL,"","298/ 25 G 065 /12","https://www.pharmnet-dz.com/notice.ashx?id=1210","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1288,"DIAPHAG 80MG COMP B/60","SAIDAL GROUPE","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","GLICLAZIDE","DIAPHAG","14A004","COMP.","80MG","B/60","Générique","Liste I","ALGERIE",True,True,"298.8","","003/ 14 A 004 /97","https://www.pharmnet-dz.com/notice.ashx?id=3616","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3616.png"
1289,"DIARFAN 10 mg Racécadotril PDRE.SOL.BUV 16 Sachets","Les Laboratoires FRATER-RAZES","GASTRO-ENTEROLOGIE","ANTIDIARRHEIQUES","RACECADOTRIL","DIARFAN","10H177","PDRE. SOL. BUV.","10mg","BT/16 Sachets","Générique","Liste I","ALGERIE",True,True,"1","","","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/6275.png"
1290,"DIARFAN 30 mg Racécadotril PDRE.SOL.BUV 30 Sachets","Les Laboratoires FRATER-RAZES","GASTRO-ENTEROLOGIE","ANTIDIARRHEIQUES","RACECADOTRIL","DIARFAN","10H178","PDRE. SOL. BUV.","30mg","BT/30 Sachets","Générique","Liste I","ALGERIE",True,True,"1","","","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/6276.png"
1291,"DIARYL 2MG GLES. B/20","NEOMEDIC","GASTRO-ENTEROLOGIE","ANTIDIARRHEIQUES","LOPERAMIDE CHLORHYDRATE","DIARYL","10H056","GLES.","2MG","B/20","Générique","Liste II","ALGERIE",True,True,"128.2","","418/ 10 H 056 /08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2918.png"
1292,"DIATAG 100MG COMP. PELLI. B/30","EL K","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","SITAGLIPTINE PHOSPHATE MONOHYDRATE EXPRIME EN SITAGLIPTINE","DIATAG","14A342","COMP. PELLI.","100MG","B/30","Générique","Liste I","ALGERIE",True,True,"0","","352/14A342/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1293,"DIAZEPAM 0.01 SOL .BUV .GTTES FL/20ML","RENAUDIN","PSYCHIATRIE","ANXIOLYTIQUES","DIAZEPAM","DIAZEPAM","16B029","SOL. BUV. GTTES.","0.01","FL/20ML","Générique","Liste I","FRANCE",True,True,"0","","002/ 16 B 029 /00","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1294,"DIAZEPAM 10MG/2ML SOL.INJ. B/10","RENAUDIN","PSYCHIATRIE","ANXIOLYTIQUES","DIAZEPAM","DIAZEPAM","16B025","SOL. INJ.","10MG/2ML","B/10","Générique","Liste I","FRANCE",True,True,"0","","002/ 16 B 025 /00","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1295,"DICEF 250MG/5ML PDRE. P. SUSP. BUV. B/1FL DE 75MLDE SUSP. BUV. APRES RECONST.+UNE CUILLERE-MESURE","JAZEERA PHARMACEUTICAL INDUSTRIES","INFECTIOLOGIE","CEPHALOSPORINES","CEFACLOR","DICEF","13B260","SUSP. BUV.","250MG/5ML","B/1FL DE 75MLDE SUSP. BUV. APRES RECONST.+UNE CUILLERE-MESURE","Générique","Liste I","ARABIE SAOUDITE",True,False,"0","","225/ 13 B 260 /06/13","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1296,"DICEF 500MG GLES B/15","JAZEERA PHARMACEUTICAL INDUSTRIES","INFECTIOLOGIE","CEPHALOSPORINES","CEFACLOR","DICEF","13B262","GLES.","500MG","B/15","Générique","Liste I","ARABIE SAOUDITE",True,True,"0","","225/ 13 B 262 /03","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1297,"DICETEL 100MG COMP.PELLI. B/20","ABBOTT","A.T.U.(AUTORISATION TEMPORAIRE D'UTILISATION )","GASTRO-ENTEROLOGIE","PINAVERIUM BROMURE","DICETEL","10E104","COMP. PELLI.","100MG","B/20","Princeps","Liste II","FRANCE",True,True,"204","","147/ 10 E 104 /99/15","https://www.pharmnet-dz.com/notice.ashx?id=3963","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3963.png"
1298,"DICETEL 50MG COMP.PELLI. B/20","ABBOTT","A.T.U.(AUTORISATION TEMPORAIRE D'UTILISATION )","GASTRO-ENTEROLOGIE","PINAVERIUM BROMURE","DICETEL","10E036","COMP. PELLI.","50MG","B/20","Princeps","Liste II","FRANCE",True,True,"204","","147/ 10 E 036 /97/13","https://www.pharmnet-dz.com/notice.ashx?id=3956","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3956.png"
1299,"DICLAMID 25MG/ML (75MG/3ML) SOL. INJ. IM B/02AMP. DE 3ML ET B/50AMP. DE 3ML","Les Laboratoires FRATER-RAZES","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","DICLOFENAC SODIQUE","DICLAMID","04B004","SOL. INJ.","25MG/ML (75MG/3ML)","B/02AMP. DE 3ML ET B/50AMP. DE 3ML","Générique","Liste II","ALGERIE",True,True,"81.6","","433/ 04 B 004 /12","https://www.pharmnet-dz.com/notice.ashx?id=2697","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2697.png"
1300,"DICLOFAL 50MG CP PELLICULE GASTRO RESISTANT B/30","SOPHAL (SOCIETE PHARMACEUTIQUE ALGERIENNE)","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","DICLOFENAC SODIQUE","DICLOFAL","04B006","GLES. GASTRO-RESIST.","50MG","B/30","Générique","Liste II","ALGERIE",True,True,"180","","039/04B006/98/17","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/4688.png"
1301,"DICLOFAL LP 75MG COMP. PELLI. LP B/20","SOPHAL (SOCIETE PHARMACEUTIQUE ALGERIENNE)","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","DICLOFENAC","DICLOFAL LP","04B037","COMP. PELLI. LP","75MG","B/20","Générique","Liste II","ALGERIE",True,True,"244","","039/04B037/17","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1302,"DICLOFAR 100MG SUPPO. B/10","4A SANTE INDUSTRIE SARL","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","DICLOFENAC SODIQUE","DICLOFAR","04B009","SUPPO.","100MG","B/10","Générique","Liste II","ALGERIE",True,True,"87.6","","366/ 04 B 009 /09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1303,"DICLOFAR 25MG SUPPO B/10","4A SANTE INDUSTRIE SARL","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","DICLOFENAC SODIQUE","DICLOFAR","04B008","SUPPO.","25MG","B/10","Générique","Liste II","ALGERIE",True,True,"57","","366/04B008/15","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1304,"DICLOFAR 50MG SUPPO. B/10","4A SANTE INDUSTRIE SARL","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","DICLOFENAC SODIQUE","DICLOFAR","04B046","SUPPO.","50MG","B/10","Générique","Liste II","ALGERIE",True,True,"89","","366/04B046/15","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1305,"DICLOFENAC NOVA GENERICS 0.01 GEL DERM. T/50G","NOVAPHARM TRADING","RHUMATOLOGIE","ANALGESIQUES ANTIRHUMATISMAUX EXTERNES BAUMES REVULSIFS","DICLOFENAC","DICLOFENAC NOVA GENERICS","21A004","GEL DERM.","0.01","T/50G","Générique","Liste II","ALGERIE",True,True,"145","","149/ 21 A 004 /11","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1371.png"
1306,"DICLOFENIL 0.01 GEL DERM. T/30G","LPA (LABORATOIRE PHARMACEUTIQUE ALGERIEN)","RHUMATOLOGIE","ANALGESIQUES ANTIRHUMATISMAUX EXTERNES BAUMES REVULSIFS","DICLOFENAC","DICLOFENIL","21A004","GEL DERM.","0.01","T/30G","Générique","Liste II","ALGERIE",True,True,"87","","026/ 21 A 004 /09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
1307,"DICLOFENIL 100MG SUPPO. B/10","LPA (LABORATOIRE PHARMACEUTIQUE ALGERIEN)","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","DICLOFENAC SODIQUE","DICLOFENIL","04B009","SUPPO.","100MG","B/10","Générique","Liste II","ALGERIE",True,False,"88","","026/ 04 B 009 /01/09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
